datum,monat,wochentag,feiertag,arbeitstag
2020-11-02,November,Montag,,1
2020-11-03,November,Dienstag,,1
2020-11-04,November,Mittwoch,,1
2020-11-05,November,Donnerstag,,1
2020-11-06,November,Freitag,,1
2020-11-07,November,Samstag,,0
2020-11-08,November,Sonntag,,0
2020-11-09,November,Montag,,1
2020-11-10,November,Dienstag,,1
2020-11-11,November,Mittwoch,,1
2020-11-12,November,Donnerstag,,1
2020-11-13,November,Freitag,,1
2020-11-14,November,Samstag,,0
2020-11-15,November,Sonntag,,0
2020-11-16,November,Montag,,1
2020-11-17,November,Dienstag,,1
2020-11-18,November,Mittwoch,,1
2020-11-19,November,Donnerstag,,1
2020-11-20,November,Freitag,,1
2020-11-21,November,Samstag,,0
2020-11-22,November,Sonntag,,0
2020-11-23,November,Montag,,1
2020-11-24,November,Dienstag,,1
2020-11-25,November,Mittwoch,,1
2020-11-26,November,Donnerstag,,1
2020-11-27,November,Freitag,,1
2020-11-28,November,Samstag,,0
2020-11-29,November,Sonntag,,0
2020-11-30,November,Montag,,1
2020-12-01,Dezember,Dienstag,,1
2020-12-02,Dezember,Mittwoch,,1
2020-12-03,Dezember,Donnerstag,,1
2020-12-04,Dezember,Freitag,,1
2020-12-05,Dezember,Samstag,,0
2020-12-06,Dezember,Sonntag,,0
2020-12-07,Dezember,Montag,,1
2020-12-08,Dezember,Dienstag,,1
2020-12-09,Dezember,Mittwoch,,1
2020-12-10,Dezember,Donnerstag,,1
2020-12-11,Dezember,Freitag,,1
2020-12-12,Dezember,Samstag,,0
2020-12-13,Dezember,Sonntag,,0
2020-12-14,Dezember,Montag,,1
2020-12-15,Dezember,Dienstag,,1
2020-12-16,Dezember,Mittwoch,,1
2020-12-17,Dezember,Donnerstag,,1
2020-12-18,Dezember,Freitag,,1
2020-12-19,Dezember,Samstag,,0
2020-12-20,Dezember,Sonntag,,0
2020-12-21,Dezember,Montag,,1
2020-12-22,Dezember,Dienstag,,1
2020-12-23,Dezember,Mittwoch,,1
2020-12-24,Dezember,Donnerstag,,1
2020-12-25,Dezember,Freitag,Erster Weihnachtsfeiertag,0
2020-12-26,Dezember,Samstag,Zweiter Weihnachtsfeiertag,0
2020-12-27,Dezember,Sonntag,,0
2020-12-28,Dezember,Montag,,1
2020-12-29,Dezember,Dienstag,,1
2020-12-30,Dezember,Mittwoch,,1
2020-12-31,Dezember,Donnerstag,,1
2021-01-01,Januar,Freitag,Neujahr,0
2021-01-02,Januar,Samstag,,0
2021-01-03,Januar,Sonntag,,0
2021-01-04,Januar,Montag,,1
2021-01-05,Januar,Dienstag,,1
2021-01-06,Januar,Mittwoch,Heilige Drei Koenige,0
2021-01-07,Januar,Donnerstag,,1
2021-01-08,Januar,Freitag,,1
2021-01-09,Januar,Samstag,,0
2021-01-10,Januar,Sonntag,,0
2021-01-11,Januar,Montag,,1
2021-01-12,Januar,Dienstag,,1
2021-01-13,Januar,Mittwoch,,1
2021-01-14,Januar,Donnerstag,,1
2021-01-15,Januar,Freitag,,1
2021-01-16,Januar,Samstag,,0
2021-01-17,Januar,Sonntag,,0
2021-01-18,Januar,Montag,,1
2021-01-19,Januar,Dienstag,,1
2021-01-20,Januar,Mittwoch,,1
2021-01-21,Januar,Donnerstag,,1
2021-01-22,Januar,Freitag,,1
2021-01-23,Januar,Samstag,,0
2021-01-24,Januar,Sonntag,,0
2021-01-25,Januar,Montag,,1
2021-01-26,Januar,Dienstag,,1
2021-01-27,Januar,Mittwoch,,1
2021-01-28,Januar,Donnerstag,,1
2021-01-29,Januar,Freitag,,1
2021-01-30,Januar,Samstag,,0
2021-01-31,Januar,Sonntag,,0
2021-02-01,Februar,Montag,,1
2021-02-02,Februar,Dienstag,,1
2021-02-03,Februar,Mittwoch,,1
2021-02-04,Februar,Donnerstag,,1
2021-02-05,Februar,Freitag,,1
2021-02-06,Februar,Samstag,,0
2021-02-07,Februar,Sonntag,,0
2021-02-08,Februar,Montag,,1
2021-02-09,Februar,Dienstag,,1
2021-02-10,Februar,Mittwoch,,1
2021-02-11,Februar,Donnerstag,,1
2021-02-12,Februar,Freitag,,1
2021-02-13,Februar,Samstag,,0
2021-02-14,Februar,Sonntag,,0
2021-02-15,Februar,Montag,,1
2021-02-16,Februar,Dienstag,,1
2021-02-17,Februar,Mittwoch,,1
2021-02-18,Februar,Donnerstag,,1
2021-02-19,Februar,Freitag,,1
2021-02-20,Februar,Samstag,,0
2021-02-21,Februar,Sonntag,,0
2021-02-22,Februar,Montag,,1
2021-02-23,Februar,Dienstag,,1
2021-02-24,Februar,Mittwoch,,1
2021-02-25,Februar,Donnerstag,,1
2021-02-26,Februar,Freitag,,1
2021-02-27,Februar,Samstag,,0
2021-02-28,Februar,Sonntag,,0
2021-03-01,Maerz,Montag,,1
2021-03-02,Maerz,Dienstag,,1
2021-03-03,Maerz,Mittwoch,,1
2021-03-04,Maerz,Donnerstag,,1
2021-03-05,Maerz,Freitag,,1
2021-03-06,Maerz,Samstag,,0
2021-03-07,Maerz,Sonntag,,0
2021-03-08,Maerz,Montag,,1
2021-03-09,Maerz,Dienstag,,1
2021-03-10,Maerz,Mittwoch,,1
2021-03-11,Maerz,Donnerstag,,1
2021-03-12,Maerz,Freitag,,1
2021-03-13,Maerz,Samstag,,0
2021-03-14,Maerz,Sonntag,,0
2021-03-15,Maerz,Montag,,1
2021-03-16,Maerz,Dienstag,,1
2021-03-17,Maerz,Mittwoch,,1
2021-03-18,Maerz,Donnerstag,,1
2021-03-19,Maerz,Freitag,,1
2021-03-20,Maerz,Samstag,,0
2021-03-21,Maerz,Sonntag,,0
2021-03-22,Maerz,Montag,,1
2021-03-23,Maerz,Dienstag,,1
2021-03-24,Maerz,Mittwoch,,1
2021-03-25,Maerz,Donnerstag,,1
2021-03-26,Maerz,Freitag,,1
2021-03-27,Maerz,Samstag,,0
2021-03-28,Maerz,Sonntag,,0
2021-03-29,Maerz,Montag,,1
2021-03-30,Maerz,Dienstag,,1
2021-03-31,Maerz,Mittwoch,,1
2021-04-01,April,Donnerstag,,1
2021-04-02,April,Freitag,Karfreitag,0
2021-04-03,April,Samstag,,0
2021-04-04,April,Sonntag,,0
2021-04-05,April,Montag,Ostermontag,0
2021-04-06,April,Dienstag,,1
2021-04-07,April,Mittwoch,,1
2021-04-08,April,Donnerstag,,1
2021-04-09,April,Freitag,,1
2021-04-10,April,Samstag,,0
2021-04-11,April,Sonntag,,0
2021-04-12,April,Montag,,1
2021-04-13,April,Dienstag,,1
2021-04-14,April,Mittwoch,,1
2021-04-15,April,Donnerstag,,1
2021-04-16,April,Freitag,,1
2021-04-17,April,Samstag,,0
2021-04-18,April,Sonntag,,0
2021-04-19,April,Montag,,1
2021-04-20,April,Dienstag,,1
2021-04-21,April,Mittwoch,,1
2021-04-22,April,Donnerstag,,1
2021-04-23,April,Freitag,,1
2021-04-24,April,Samstag,,0
2021-04-25,April,Sonntag,,0
2021-04-26,April,Montag,,1
2021-04-27,April,Dienstag,,1
2021-04-28,April,Mittwoch,,1
2021-04-29,April,Donnerstag,,1
2021-04-30,April,Freitag,,1
2021-05-01,Mai,Samstag,Erster Mai,0
2021-05-02,Mai,Sonntag,,0
2021-05-03,Mai,Montag,,1
2021-05-04,Mai,Dienstag,,1
2021-05-05,Mai,Mittwoch,,1
2021-05-06,Mai,Donnerstag,,1
2021-05-07,Mai,Freitag,,1
2021-05-08,Mai,Samstag,,0
2021-05-09,Mai,Sonntag,,0
2021-05-10,Mai,Montag,,1
2021-05-11,Mai,Dienstag,,1
2021-05-12,Mai,Mittwoch,,1
2021-05-13,Mai,Donnerstag,Christi Himmelfahrt,0
2021-05-14,Mai,Freitag,,1
2021-05-15,Mai,Samstag,,0
2021-05-16,Mai,Sonntag,,0
2021-05-17,Mai,Montag,,1
2021-05-18,Mai,Dienstag,,1
2021-05-19,Mai,Mittwoch,,1
2021-05-20,Mai,Donnerstag,,1
2021-05-21,Mai,Freitag,,1
2021-05-22,Mai,Samstag,,0
2021-05-23,Mai,Sonntag,,0
2021-05-24,Mai,Montag,Pfingstmontag,0
2021-05-25,Mai,Dienstag,,1
2021-05-26,Mai,Mittwoch,,1
2021-05-27,Mai,Donnerstag,,1
2021-05-28,Mai,Freitag,,1
2021-05-29,Mai,Samstag,,0
2021-05-30,Mai,Sonntag,,0
2021-05-31,Mai,Montag,,1
2021-06-01,Juni,Dienstag,,1
2021-06-02,Juni,Mittwoch,,1
2021-06-03,Juni,Donnerstag,Fronleichnam,0
2021-06-04,Juni,Freitag,,1
2021-06-05,Juni,Samstag,,0
2021-06-06,Juni,Sonntag,,0
2021-06-07,Juni,Montag,,1
2021-06-08,Juni,Dienstag,,1
2021-06-09,Juni,Mittwoch,,1
2021-06-10,Juni,Donnerstag,,1
2021-06-11,Juni,Freitag,,1
2021-06-12,Juni,Samstag,,0
2021-06-13,Juni,Sonntag,,0
2021-06-14,Juni,Montag,,1
2021-06-15,Juni,Dienstag,,1
2021-06-16,Juni,Mittwoch,,1
2021-06-17,Juni,Donnerstag,,1
2021-06-18,Juni,Freitag,,1
2021-06-19,Juni,Samstag,,0
2021-06-20,Juni,Sonntag,,0
2021-06-21,Juni,Montag,,1
2021-06-22,Juni,Dienstag,,1
2021-06-23,Juni,Mittwoch,,1
2021-06-24,Juni,Donnerstag,,1
2021-06-25,Juni,Freitag,,1
2021-06-26,Juni,Samstag,,0
2021-06-27,Juni,Sonntag,,0
2021-06-28,Juni,Montag,,1
2021-06-29,Juni,Dienstag,,1
2021-06-30,Juni,Mittwoch,,1
2021-07-01,Juli,Donnerstag,,1
2021-07-02,Juli,Freitag,,1
2021-07-03,Juli,Samstag,,0
2021-07-04,Juli,Sonntag,,0
2021-07-05,Juli,Montag,,1
2021-07-06,Juli,Dienstag,,1
2021-07-07,Juli,Mittwoch,,1
2021-07-08,Juli,Donnerstag,,1
2021-07-09,Juli,Freitag,,1
2021-07-10,Juli,Samstag,,0
2021-07-11,Juli,Sonntag,,0
2021-07-12,Juli,Montag,,1
2021-07-13,Juli,Dienstag,,1
2021-07-14,Juli,Mittwoch,,1
2021-07-15,Juli,Donnerstag,,1
2021-07-16,Juli,Freitag,,1
2021-07-17,Juli,Samstag,,0
2021-07-18,Juli,Sonntag,,0
2021-07-19,Juli,Montag,,1
2021-07-20,Juli,Dienstag,,1
2021-07-21,Juli,Mittwoch,,1
2021-07-22,Juli,Donnerstag,,1
2021-07-23,Juli,Freitag,,1
2021-07-24,Juli,Samstag,,0
2021-07-25,Juli,Sonntag,,0
2021-07-26,Juli,Montag,,1
2021-07-27,Juli,Dienstag,,1
2021-07-28,Juli,Mittwoch,,1
2021-07-29,Juli,Donnerstag,,1
2021-07-30,Juli,Freitag,,1
2021-07-31,Juli,Samstag,,0
2021-08-01,August,Sonntag,,0
2021-08-02,August,Montag,,1
2021-08-03,August,Dienstag,,1
2021-08-04,August,Mittwoch,,1
2021-08-05,August,Donnerstag,,1
2021-08-06,August,Freitag,,1
2021-08-07,August,Samstag,,0
2021-08-08,August,Sonntag,,0
2021-08-09,August,Montag,,1
2021-08-10,August,Dienstag,,1
2021-08-11,August,Mittwoch,,1
2021-08-12,August,Donnerstag,,1
2021-08-13,August,Freitag,,1
2021-08-14,August,Samstag,,0
2021-08-15,August,Sonntag,,0
2021-08-16,August,Montag,,1
2021-08-17,August,Dienstag,,1
2021-08-18,August,Mittwoch,,1
2021-08-19,August,Donnerstag,,1
2021-08-20,August,Freitag,,1
2021-08-21,August,Samstag,,0
2021-08-22,August,Sonntag,,0
2021-08-23,August,Montag,,1
2021-08-24,August,Dienstag,,1
2021-08-25,August,Mittwoch,,1
2021-08-26,August,Donnerstag,,1
2021-08-27,August,Freitag,,1
2021-08-28,August,Samstag,,0
2021-08-29,August,Sonntag,,0
2021-08-30,August,Montag,,1
2021-08-31,August,Dienstag,,1
2021-09-01,September,Mittwoch,,1
2021-09-02,September,Donnerstag,,1
2021-09-03,September,Freitag,,1
2021-09-04,September,Samstag,,0
2021-09-05,September,Sonntag,,0
2021-09-06,September,Montag,,1
2021-09-07,September,Dienstag,,1
2021-09-08,September,Mittwoch,,1
2021-09-09,September,Donnerstag,,1
2021-09-10,September,Freitag,,1
2021-09-11,September,Samstag,,0
2021-09-12,September,Sonntag,,0
2021-09-13,September,Montag,,1
2021-09-14,September,Dienstag,,1
2021-09-15,September,Mittwoch,,1
2021-09-16,September,Donnerstag,,1
2021-09-17,September,Freitag,,1
2021-09-18,September,Samstag,,0
2021-09-19,September,Sonntag,,0
2021-09-20,September,Montag,,1
2021-09-21,September,Dienstag,,1
2021-09-22,September,Mittwoch,,1
2021-09-23,September,Donnerstag,,1
2021-09-24,September,Freitag,,1
2021-09-25,September,Samstag,,0
2021-09-26,September,Sonntag,,0
2021-09-27,September,Montag,,1
2021-09-28,September,Dienstag,,1
2021-09-29,September,Mittwoch,,1
2021-09-30,September,Donnerstag,,1
2021-10-01,Oktober,Freitag,,1
2021-10-02,Oktober,Samstag,,0
2021-10-03,Oktober,Sonntag,Tag der Deutschen Einheit,0
2021-10-04,Oktober,Montag,,1
2021-10-05,Oktober,Dienstag,,1
2021-10-06,Oktober,Mittwoch,,1
2021-10-07,Oktober,Donnerstag,,1
2021-10-08,Oktober,Freitag,,1
2021-10-09,Oktober,Samstag,,0
2021-10-10,Oktober,Sonntag,,0
2021-10-11,Oktober,Montag,,1
2021-10-12,Oktober,Dienstag,,1
2021-10-13,Oktober,Mittwoch,,1
2021-10-14,Oktober,Donnerstag,,1
2021-10-15,Oktober,Freitag,,1
2021-10-16,Oktober,Samstag,,0
2021-10-17,Oktober,Sonntag,,0
2021-10-18,Oktober,Montag,,1
2021-10-19,Oktober,Dienstag,,1
2021-10-20,Oktober,Mittwoch,,1
2021-10-21,Oktober,Donnerstag,,1
2021-10-22,Oktober,Freitag,,1
2021-10-23,Oktober,Samstag,,0
2021-10-24,Oktober,Sonntag,,0
2021-10-25,Oktober,Montag,,1
2021-10-26,Oktober,Dienstag,,1
2021-10-27,Oktober,Mittwoch,,1
2021-10-28,Oktober,Donnerstag,,1
2021-10-29,Oktober,Freitag,,1
2021-10-30,Oktober,Samstag,,0
2021-10-31,Oktober,Sonntag,,0
2021-11-01,November,Montag,Aller Heiligen,0
2021-11-02,November,Dienstag,,1
2021-11-03,November,Mittwoch,,1
2021-11-04,November,Donnerstag,,1
2021-11-05,November,Freitag,,1
2021-11-06,November,Samstag,,0
2021-11-07,November,Sonntag,,0
2021-11-08,November,Montag,,1
2021-11-09,November,Dienstag,,1
2021-11-10,November,Mittwoch,,1
2021-11-11,November,Donnerstag,,1
2021-11-12,November,Freitag,,1
2021-11-13,November,Samstag,,0
2021-11-14,November,Sonntag,,0
2021-11-15,November,Montag,,1
2021-11-16,November,Dienstag,,1
2021-11-17,November,Mittwoch,,1
2021-11-18,November,Donnerstag,,1
2021-11-19,November,Freitag,,1
2021-11-20,November,Samstag,,0
2021-11-21,November,Sonntag,,0
2021-11-22,November,Montag,,1
2021-11-23,November,Dienstag,,1
2021-11-24,November,Mittwoch,,1
2021-11-25,November,Donnerstag,,1
2021-11-26,November,Freitag,,1
2021-11-27,November,Samstag,,0
2021-11-28,November,Sonntag,,0
2021-11-29,November,Montag,,1
2021-11-30,November,Dienstag,,1
2021-12-01,Dezember,Mittwoch,,1
2021-12-02,Dezember,Donnerstag,,1
2021-12-03,Dezember,Freitag,,1
2021-12-04,Dezember,Samstag,,0
2021-12-05,Dezember,Sonntag,,0
2021-12-06,Dezember,Montag,,1
2021-12-07,Dezember,Dienstag,,1
2021-12-08,Dezember,Mittwoch,,1
2021-12-09,Dezember,Donnerstag,,1
2021-12-10,Dezember,Freitag,,1
2021-12-11,Dezember,Samstag,,0
2021-12-12,Dezember,Sonntag,,0
2021-12-13,Dezember,Montag,,1
2021-12-14,Dezember,Dienstag,,1
2021-12-15,Dezember,Mittwoch,,1
2021-12-16,Dezember,Donnerstag,,1
2021-12-17,Dezember,Freitag,,1
2021-12-18,Dezember,Samstag,,0
2021-12-19,Dezember,Sonntag,,0
2021-12-20,Dezember,Montag,,1
2021-12-21,Dezember,Dienstag,,1
2021-12-22,Dezember,Mittwoch,,1
2021-12-23,Dezember,Donnerstag,,1
2021-12-24,Dezember,Freitag,,1
2021-12-25,Dezember,Samstag,Erster Weihnachtsfeiertag,0
2021-12-26,Dezember,Sonntag,Zweiter Weihnachtsfeiertag,0
2021-12-27,Dezember,Montag,,1
2021-12-28,Dezember,Dienstag,,1
2021-12-29,Dezember,Mittwoch,,1
2021-12-30,Dezember,Donnerstag,,1
2021-12-31,Dezember,Freitag,,1
