datum,verbrauch,arbeitstag,temperatur,tagesstunden
2017-06-27,0.6678863588691821,1.0,0.7885985748218527,0.9873417721518989
2017-06-28,0.6420708353726277,1.0,0.7030878859857482,0.9873417721518989
2017-06-29,0.5848929079171232,1.0,0.6389548693586697,0.9873417721518989
2017-06-30,0.5558999697019136,1.0,0.6484560570071258,0.9873417721518989
2017-07-01,0.25941377086877826,0.0,0.6104513064133016,0.9873417721518989
2017-07-02,0.13115963984120693,0.0,0.6270783847980997,0.9873417721518989
2017-07-03,0.5510833508129986,1.0,0.6864608076009501,0.9873417721518989
2017-07-04,0.6068085238616854,1.0,0.7624703087885986,0.9746835443037976
2017-07-05,0.6293844827184376,1.0,0.8242280285035629,0.9746835443037976
2017-07-06,0.6430652341109844,1.0,0.8883610451306413,0.9746835443037976
2017-07-07,0.6433293712758603,1.0,0.8147268408551069,0.9746835443037976
2017-07-08,0.3368758788387287,0.0,0.8456057007125891,0.9746835443037976
2017-07-09,0.17820713014970369,0.0,0.8052256532066508,0.9620253164556962
2017-07-10,0.5993660708042976,1.0,0.7458432304038004,0.9620253164556962
2017-07-11,0.6120679609387747,1.0,0.7078384798099763,0.9620253164556962
2017-07-12,0.6269450983134066,1.0,0.6888361045130641,0.9493670886075949
2017-07-13,0.5874488234243054,1.0,0.669833729216152,0.9493670886075949
2017-07-14,0.5776835170640378,1.0,0.681710213776722,0.9493670886075949
2017-07-15,0.27030554454984035,0.0,0.6413301662707839,0.9493670886075949
2017-07-16,0.12887563023904414,0.0,0.7149643705463183,0.9367088607594936
2017-07-17,0.5836499094941774,1.0,0.7909738717339667,0.9367088607594936
2017-07-18,0.6521002788977712,1.0,0.8123515439429928,0.9367088607594936
2017-07-19,0.6727728964193878,1.0,0.8788598574821853,0.9240506329113924
2017-07-20,0.6402607189192129,1.0,0.7577197149643705,0.9240506329113924
2017-07-21,0.6034135844190147,1.0,0.8004750593824228,0.9113924050632911
2017-07-22,0.30511726913246484,0.0,0.8004750593824228,0.9113924050632911
2017-07-23,0.15396089216211806,0.0,0.7054631828978621,0.9113924050632911
2017-07-24,0.5656419698417507,1.0,0.6342042755344418,0.89873417721519
2017-07-25,0.6043846769369412,1.0,0.5700712589073634,0.89873417721519
2017-07-26,0.5979443913580536,1.0,0.6223277909738717,0.89873417721519
2017-07-27,0.5727892107736889,1.0,0.6579572446555819,0.8860759493670887
2017-07-28,0.5196587969329014,1.0,0.7078384798099763,0.8734177215189873
2017-07-29,0.24288189184359976,0.0,0.7909738717339667,0.8734177215189873
2017-07-30,0.1348730976297574,0.0,0.828978622327791,0.8734177215189873
2017-07-31,0.5339144350960605,1.0,0.8456057007125891,0.860759493670886
2017-08-01,0.5911778186931427,1.0,0.8598574821852731,0.860759493670886
2017-08-02,0.5667295934618284,1.0,0.8456057007125891,0.8481012658227849
2017-08-03,0.5858329254744759,1.0,0.838479809976247,0.8481012658227849
2017-08-04,0.5270701750297155,1.0,0.7909738717339667,0.8354430379746836
2017-08-05,0.24783057931495245,0.0,0.7838479809976246,0.8354430379746836
2017-08-06,0.07718243332478769,0.0,0.7125890736342042,0.8227848101265824
2017-08-07,0.4497945168232069,1.0,0.7600950118764845,0.8227848101265824
2017-08-08,0.5043388413700951,1.0,0.7220902612826603,0.8101265822784809
2017-08-09,0.49234390658866856,1.0,0.6888361045130641,0.8101265822784809
2017-08-10,0.4915204201334671,1.0,0.5629453681710214,0.7974683544303798
2017-08-11,0.4534458246906099,1.0,0.5676959619952494,0.7974683544303798
2017-08-12,0.19240838713185882,0.0,0.6318289786223278,0.7848101265822784
2017-08-13,0.07197737742870236,0.0,0.6935866983372921,0.7848101265822784
2017-08-14,0.43093978449514836,1.0,0.7648456057007126,0.7721518987341773
2017-08-15,0.49441039146681587,1.0,0.828978622327791,0.7721518987341773
