datum,luftfeuchtigkeit,durchschnittstemperatur,sichtweite,wetter,hoechsttemperatur,windgeschwindigkeit,tiefsttemperatur,sonnenaufgang,sonnenuntergang,niederschlag
2020-04-30,79.0,11.2,9.0,Light rain,12.0,20.5,9.7,05:04 AM,07:38 PM,4.3
2020-05-01,71.0,11.7,9.2,Light rain shower,13.4,28.4,8.2,05:03 AM,07:39 PM,1.3
2020-05-02,70.0,11.1,9.9,Light rain shower,13.3,23.0,4.8,05:01 AM,07:41 PM,2.2
2020-05-03,66.0,13.7,8.3,Partly cloudy,17.4,10.1,6.2,04:59 AM,07:42 PM,0.8
2020-05-04,70.0,15.2,9.8,Light rain shower,17.8,20.2,9.8,04:58 AM,07:44 PM,3.2
2020-05-05,67.0,14.0,10.0,Partly cloudy,17.3,9.4,8.4,04:56 AM,07:45 PM,0.1
2020-05-06,50.0,14.0,10.0,Partly cloudy,18.2,10.4,7.0,04:54 AM,07:47 PM,0.0
2020-05-07,56.0,17.7,10.0,Partly cloudy,22.0,8.3,7.6,04:53 AM,07:48 PM,0.0
2020-05-08,57.0,19.1,10.0,Overcast,22.7,5.8,10.7,04:51 AM,07:49 PM,0.1
2020-05-09,69.0,19.1,9.8,Light rain shower,21.3,6.1,14.7,04:50 AM,07:51 PM,3.7
2020-05-10,69.0,19.7,9.8,Patchy rain possible,22.7,6.1,14.4,04:48 AM,07:52 PM,0.9
2020-05-11,89.0,8.3,7.6,Light rain shower,14.8,20.9,-0.7,04:47 AM,07:53 PM,22.7
2020-05-12,67.0,8.2,10.0,Overcast,11.0,13.7,-0.5,04:45 AM,07:55 PM,0.0
2020-05-13,66.0,10.2,9.5,Patchy light rain,13.5,16.6,5.3,04:44 AM,07:56 PM,5.5
2020-05-14,89.0,8.4,8.3,Moderate rain,9.8,11.5,4.8,04:43 AM,07:57 PM,22.8
2020-05-15,67.0,11.9,10.0,Light rain shower,14.6,15.5,7.7,04:41 AM,07:59 PM,0.2
2020-05-16,65.0,15.0,10.0,Partly cloudy,18.0,10.8,8.9,04:40 AM,08:00 PM,0.0
2020-05-17,62.0,18.0,10.0,Partly cloudy,21.3,9.7,11.4,04:39 AM,08:01 PM,0.0
2020-05-18,61.0,19.3,10.0,Partly cloudy,22.4,9.0,12.1,04:37 AM,08:03 PM,0.0
2020-05-19,62.0,19.7,10.0,Partly cloudy,22.6,14.8,13.0,04:36 AM,08:04 PM,0.0
2020-05-20,70.0,18.6,9.8,Patchy rain possible,20.9,12.6,12.8,04:35 AM,08:05 PM,1.0
2020-05-21,67.0,19.6,10.0,Partly cloudy,22.7,7.9,12.6,04:34 AM,08:06 PM,0.0
2020-05-22,67.0,21.7,10.0,Partly cloudy,24.6,7.6,14.9,04:33 AM,08:07 PM,0.3
2020-05-23,82.0,13.0,8.0,Light rain shower,17.0,11.9,4.1,04:32 AM,08:09 PM,22.7
2020-05-24,68.0,13.9,10.0,Partly cloudy,16.1,18.7,6.8,04:31 AM,08:10 PM,0.0
2020-05-25,68.0,15.8,9.8,Light rain shower,18.5,14.8,9.6,04:30 AM,08:11 PM,1.0
2020-05-26,66.0,16.2,10.0,Partly cloudy,18.6,12.2,10.6,04:29 AM,08:12 PM,0.0
2020-05-27,61.0,18.1,10.0,Partly cloudy,21.2,10.8,11.7,04:28 AM,08:13 PM,0.0
2020-05-28,64.0,17.1,9.8,Patchy rain possible,19.1,16.9,11.6,04:27 AM,08:14 PM,2.4
2020-05-29,60.0,15.3,10.0,Partly cloudy,18.3,18.7,9.0,04:26 AM,08:15 PM,0.1
2020-05-30,57.0,14.7,10.0,Patchy rain possible,17.0,16.6,9.4,04:26 AM,08:16 PM,0.1
2020-05-31,62.0,15.1,10.0,Partly cloudy,18.3,15.8,8.3,04:25 AM,08:17 PM,0.0
2020-06-01,63.0,18.2,10.0,Partly cloudy,21.3,16.9,10.1,04:24 AM,08:18 PM,0.0
2020-06-02,63.0,20.3,10.0,Partly cloudy,22.9,11.2,14.8,04:24 AM,08:19 PM,0.0
2020-06-03,58.0,22.2,9.9,Partly cloudy,25.9,6.1,14.6,04:23 AM,08:20 PM,0.5
2020-06-04,76.0,17.3,9.3,Light rain shower,19.2,11.9,14.0,04:22 AM,08:21 PM,13.2
2020-06-05,76.0,13.4,8.2,Light rain shower,16.0,29.9,10.3,04:22 AM,08:22 PM,6.8
2020-06-06,81.0,13.0,8.2,Moderate rain,14.8,22.0,10.5,04:21 AM,08:23 PM,12.2
2020-06-07,70.0,14.2,9.5,Moderate rain,16.8,9.0,10.6,04:21 AM,08:23 PM,4.5
2020-06-08,68.0,16.3,9.9,Light rain shower,18.4,9.7,9.6,04:21 AM,08:24 PM,0.8
2020-06-09,78.0,14.6,8.8,Patchy light rain,15.8,6.8,11.9,04:20 AM,08:25 PM,2.9
2020-06-10,93.0,12.6,8.8,Light rain shower,13.2,9.7,11.5,04:20 AM,08:25 PM,12.8
2020-06-11,82.0,16.0,8.3,Light rain shower,19.5,6.5,12.4,04:20 AM,08:26 PM,10.4
2020-06-12,71.0,21.7,10.0,Partly cloudy,25.3,12.6,13.8,04:20 AM,08:27 PM,0.1
2020-06-13,66.0,20.6,10.0,Cloudy,23.0,17.6,15.7,04:19 AM,08:27 PM,0.3
2020-06-14,76.0,17.2,10.0,Light rain shower,17.9,16.9,15.3,04:19 AM,08:28 PM,0.8
2020-06-15,88.0,15.0,7.4,Light rain shower,16.4,12.2,12.5,04:19 AM,08:28 PM,18.8
2020-06-16,74.0,19.3,9.6,Light rain shower,22.0,7.9,14.1,04:19 AM,08:29 PM,5.5
2020-06-17,80.0,18.1,8.8,Moderate or heavy rain shower,22.2,15.5,13.2,04:19 AM,08:29 PM,17.7
2020-06-18,76.0,17.7,9.3,Light rain shower,19.9,14.0,12.7,04:19 AM,08:29 PM,5.7
2020-06-19,72.0,18.4,9.9,Light rain shower,20.7,10.8,12.8,04:20 AM,08:30 PM,1.1
2020-06-20,71.0,19.6,9.5,Patchy rain possible,22.7,10.1,13.0,04:20 AM,08:30 PM,4.6
2020-06-21,68.0,20.8,9.6,Patchy rain possible,23.0,10.4,14.4,04:20 AM,08:30 PM,2.4
2020-06-22,73.0,20.6,9.8,Light rain shower,22.9,9.7,15.1,04:20 AM,08:30 PM,4.7
2020-06-23,64.0,22.6,10.0,Partly cloudy,25.2,13.0,15.6,04:20 AM,08:30 PM,0.0
2020-06-24,64.0,22.8,10.0,Partly cloudy,25.0,12.2,16.9,04:21 AM,08:30 PM,0.0
2020-06-25,66.0,21.8,10.0,Partly cloudy,25.2,11.2,14.1,04:21 AM,08:30 PM,0.0
2020-06-26,69.0,24.5,9.8,Patchy light rain with thunder,28.8,10.1,15.8,04:22 AM,08:30 PM,5.3
2020-06-27,68.0,23.8,9.7,Patchy rain possible,26.7,15.5,18.4,04:22 AM,08:30 PM,3.0
2020-06-28,75.0,21.4,9.5,Moderate or heavy rain shower,23.6,11.5,18.0,04:23 AM,08:30 PM,8.2
2020-06-29,72.0,18.9,7.8,Light rain shower,21.9,19.1,15.3,04:23 AM,08:30 PM,9.8
2020-06-30,66.0,19.5,10.0,Partly cloudy,23.2,11.5,12.8,04:24 AM,08:30 PM,0.0
2020-07-01,68.0,24.4,9.9,Patchy light rain with thunder,28.4,8.3,15.9,04:24 AM,08:30 PM,1.2
2020-07-02,75.0,20.9,9.4,Light rain shower,22.5,17.3,16.7,04:25 AM,08:29 PM,14.1
2020-07-03,67.0,19.4,9.9,Patchy rain possible,21.7,9.7,13.6,04:26 AM,08:29 PM,0.3
2020-07-04,64.0,21.1,10.0,Partly cloudy,24.4,9.0,13.8,04:26 AM,08:28 PM,0.0
2020-07-05,69.0,20.8,10.0,Patchy rain possible,23.7,15.8,17.0,04:27 AM,08:28 PM,0.1
2020-07-06,70.0,17.7,9.0,Light drizzle,19.3,22.7,14.3,04:28 AM,08:28 PM,0.9
2020-07-07,60.0,19.1,10.0,Partly cloudy,22.2,8.6,11.5,04:29 AM,08:27 PM,0.0
2020-07-08,63.0,20.4,10.0,Partly cloudy,23.5,16.9,13.8,04:30 AM,08:26 PM,0.1
2020-07-09,69.0,22.9,10.0,Partly cloudy,26.5,7.2,15.5,04:30 AM,08:26 PM,0.0
2020-07-10,68.0,22.7,10.0,Light rain shower,25.1,20.9,18.3,04:31 AM,08:25 PM,0.9
2020-07-11,67.0,18.9,9.1,Light rain shower,21.3,11.2,15.2,04:32 AM,08:24 PM,5.5
2020-07-12,57.0,20.2,10.0,Partly cloudy,22.6,13.0,13.0,04:33 AM,08:24 PM,0.0
2020-07-13,60.0,20.8,10.0,Partly cloudy,24.1,10.1,14.0,04:34 AM,08:23 PM,0.0
2020-07-14,58.0,21.7,10.0,Partly cloudy,24.8,5.0,14.0,04:35 AM,08:22 PM,0.0
2020-07-15,70.0,17.3,9.0,Light drizzle,18.3,7.2,16.5,04:36 AM,08:21 PM,1.8
2020-07-16,81.0,16.2,8.3,Light rain shower,17.6,12.6,11.8,04:37 AM,08:20 PM,6.5
2020-07-17,77.0,18.5,9.4,Light rain shower,21.8,6.8,13.5,04:39 AM,08:19 PM,7.0
2020-07-18,64.0,21.1,10.0,Patchy rain possible,24.0,7.6,14.1,04:40 AM,08:18 PM,0.3
2020-07-19,65.0,23.4,9.9,Patchy rain possible,27.0,5.0,15.5,04:41 AM,08:17 PM,0.4
2020-07-20,61.0,22.7,10.0,Patchy rain possible,25.9,10.4,17.0,04:42 AM,08:16 PM,0.2
2020-07-21,67.0,22.2,9.8,Patchy rain possible,24.2,13.0,17.4,04:43 AM,08:15 PM,0.5
2020-07-22,60.0,22.4,10.0,Patchy rain possible,26.3,8.3,15.2,04:44 AM,08:14 PM,0.4
2020-07-23,62.0,22.8,10.0,Partly cloudy,26.1,8.3,16.2,04:46 AM,08:13 PM,0.0
2020-07-24,61.0,21.3,9.7,Patchy rain possible,23.4,16.9,17.3,04:47 AM,08:12 PM,2.3
2020-07-25,65.0,22.9,9.6,Patchy rain possible,26.4,8.3,15.7,04:48 AM,08:10 PM,0.8
2020-07-26,67.0,21.6,9.9,Light rain shower,24.0,17.3,18.5,04:49 AM,08:09 PM,6.7
2020-07-27,63.0,24.4,9.8,Partly cloudy,28.1,9.7,16.7,04:51 AM,08:08 PM,0.4
2020-07-28,63.0,25.0,9.5,Patchy rain possible,27.8,16.2,20.1,04:52 AM,08:07 PM,3.3
2020-07-29,59.0,21.7,10.0,Partly cloudy,25.1,9.4,16.0,04:53 AM,08:05 PM,0.0
2020-07-30,54.0,25.0,10.0,Partly cloudy,29.5,8.6,16.6,04:55 AM,08:04 PM,0.0
2020-07-31,63.0,29.1,10.0,Patchy rain possible,34.1,6.1,20.7,04:56 AM,08:02 PM,0.2
2020-08-01,66.0,27.9,9.4,Patchy light rain with thunder,31.2,10.1,22.1,04:57 AM,08:01 PM,8.8
2020-08-02,72.0,21.0,9.7,Light rain shower,21.7,15.8,19.0,04:59 AM,08:00 PM,7.2
2020-08-03,75.0,17.2,9.3,Light rain shower,18.7,12.2,14.3,05:00 AM,07:58 PM,9.9
2020-08-04,72.0,18.5,8.5,Moderate or heavy rain shower,21.0,8.6,14.4,05:01 AM,07:57 PM,20.5
2020-08-05,65.0,19.7,10.0,Partly cloudy,22.9,14.0,13.7,05:03 AM,07:55 PM,0.0
2020-08-06,67.0,22.0,10.0,Partly cloudy,25.3,13.0,15.4,05:04 AM,07:53 PM,0.0
2020-08-07,68.0,24.7,10.0,Partly cloudy,28.0,12.6,18.2,05:06 AM,07:52 PM,0.0
2020-08-08,62.0,26.7,10.0,Partly cloudy,30.3,9.0,20.9,05:07 AM,07:50 PM,0.0
2020-08-09,61.0,27.1,10.0,Partly cloudy,29.8,11.2,21.7,05:08 AM,07:49 PM,0.0
2020-08-10,61.0,26.8,10.0,Partly cloudy,29.7,11.9,21.3,05:10 AM,07:47 PM,0.0
2020-08-11,61.0,27.4,9.8,Patchy rain possible,30.9,8.6,21.4,05:11 AM,07:45 PM,1.1
2020-08-12,63.0,29.0,9.8,Patchy light rain with thunder,33.0,7.9,22.4,05:13 AM,07:43 PM,3.1
2020-08-13,64.0,25.8,9.6,Light rain shower,28.9,12.6,22.2,05:14 AM,07:42 PM,6.0
2020-08-14,68.0,24.1,9.3,Moderate or heavy rain shower,26.5,7.2,20.2,05:15 AM,07:40 PM,4.9
2020-08-15,68.0,24.3,9.6,Patchy rain possible,27.3,5.4,18.0,05:17 AM,07:38 PM,2.8
2020-08-16,63.0,26.0,10.0,Partly cloudy,29.5,5.4,19.4,05:18 AM,07:36 PM,0.0
2020-08-17,75.0,20.2,8.6,Moderate or heavy rain shower,22.2,9.7,17.9,05:20 AM,07:34 PM,14.5
2020-08-18,67.0,21.4,9.5,Patchy rain possible,24.2,9.7,17.0,05:21 AM,07:33 PM,2.0
2020-08-19,65.0,22.9,9.6,Partly cloudy,26.6,5.8,16.4,05:23 AM,07:31 PM,3.6
2020-08-20,58.0,27.7,10.0,Patchy rain possible,32.6,9.0,19.8,05:24 AM,07:29 PM,0.2
2020-08-21,60.0,28.0,10.0,Partly cloudy,31.9,15.1,21.0,05:25 AM,07:27 PM,0.0
2020-08-22,69.0,22.7,9.9,Light rain shower,25.3,12.6,19.9,05:27 AM,07:25 PM,3.3
2020-08-23,64.0,19.8,9.8,Patchy rain possible,22.0,16.2,16.4,05:28 AM,07:23 PM,0.5
2020-08-24,63.0,18.1,10.0,Patchy rain possible,20.0,10.1,14.0,05:30 AM,07:21 PM,0.2
2020-08-25,59.0,20.9,10.0,Partly cloudy,24.9,9.4,14.3,05:31 AM,07:19 PM,0.0
2020-08-26,56.0,19.9,10.0,Overcast,22.0,29.2,17.4,05:32 AM,07:17 PM,0.0
2020-08-27,62.0,19.2,10.0,Partly cloudy,22.7,8.3,13.8,05:34 AM,07:15 PM,0.0
2020-08-28,71.0,18.9,9.4,Moderate rain at times,22.1,15.1,14.8,05:35 AM,07:13 PM,9.5
2020-08-29,80.0,15.3,9.7,Light rain shower,15.9,11.5,13.2,05:37 AM,07:11 PM,1.1
2020-08-30,83.0,14.2,6.6,Patchy light rain,14.8,11.5,13.4,05:38 AM,07:09 PM,3.3
2020-08-31,79.0,16.0,8.5,Light rain shower,18.7,6.5,13.0,05:39 AM,07:07 PM,7.2
2020-09-01,81.0,15.7,9.5,Moderate or heavy rain shower,18.0,8.3,13.0,05:41 AM,07:05 PM,9.7
2020-09-02,68.0,16.9,10.0,Patchy rain possible,19.7,10.4,12.0,05:42 AM,07:03 PM,0.1
2020-09-03,62.0,18.2,10.0,Partly cloudy,21.9,5.8,11.9,05:44 AM,07:01 PM,0.0
2020-09-04,63.0,22.4,10.0,Partly cloudy,27.1,7.6,14.6,05:45 AM,06:59 PM,0.0
2020-09-05,69.0,20.4,9.9,Patchy rain possible,22.3,16.6,16.6,05:46 AM,06:56 PM,0.3
2020-09-06,67.0,16.6,10.0,Overcast,18.7,10.1,14.1,05:48 AM,06:54 PM,0.1
2020-09-07,60.0,16.9,10.0,Partly cloudy,20.0,10.8,12.1,05:49 AM,06:52 PM,0.0
2020-09-08,62.0,20.8,10.0,Partly cloudy,26.2,3.6,13.2,05:51 AM,06:50 PM,0.0
2020-09-09,64.0,22.6,10.0,Partly cloudy,26.2,7.6,16.6,05:52 AM,06:48 PM,0.0
2020-09-10,71.0,18.8,10.0,Cloudy,20.9,8.3,15.2,05:53 AM,06:46 PM,0.0
2020-09-11,78.0,20.1,10.0,Overcast,23.4,7.2,15.3,05:55 AM,06:44 PM,0.0
2020-09-12,69.0,21.8,10.0,Patchy rain possible,24.9,8.6,16.6,05:56 AM,06:42 PM,0.1
2020-09-13,68.0,25.8,10.0,Partly cloudy,29.6,6.5,17.6,05:58 AM,06:39 PM,0.0
2020-09-14,73.0,22.3,10.0,Overcast,26.6,5.8,16.4,05:59 AM,06:37 PM,0.0
2020-09-15,63.0,25.5,10.0,Partly cloudy,30.2,5.4,18.6,06:00 AM,06:35 PM,0.0
2020-09-16,59.0,23.9,10.0,Partly cloudy,27.3,9.4,18.7,06:02 AM,06:33 PM,0.0
2020-09-17,68.0,21.9,10.0,Partly cloudy,24.9,15.1,17.7,06:03 AM,06:31 PM,0.0
2020-09-18,67.0,17.4,10.0,Partly cloudy,20.7,15.1,12.7,06:05 AM,06:29 PM,0.0
2020-09-19,58.0,18.8,10.0,Overcast,22.4,6.8,13.5,06:06 AM,06:27 PM,0.0
2020-09-20,68.0,19.4,10.0,Partly cloudy,22.3,7.6,14.9,06:07 AM,06:25 PM,0.0
2020-09-21,65.0,20.7,10.0,Partly cloudy,24.6,3.6,14.5,06:09 AM,06:22 PM,0.0
2020-09-22,66.0,21.4,10.0,Partly cloudy,25.5,4.7,15.7,06:10 AM,06:20 PM,0.0
2020-09-23,69.0,19.9,9.1,Patchy rain possible,22.6,7.6,15.6,06:12 AM,06:18 PM,5.6
2020-09-24,68.0,19.2,9.9,Partly cloudy,21.5,18.4,15.5,06:13 AM,06:16 PM,1.6
2020-09-25,72.0,10.8,8.1,Light rain shower,11.7,20.2,8.6,06:14 AM,06:14 PM,8.4
2020-09-26,83.0,7.3,7.1,Moderate rain,7.7,23.4,4.9,06:16 AM,06:12 PM,15.4
2020-09-27,77.0,9.5,7.4,Light rain,10.9,24.1,5.6,06:17 AM,06:10 PM,10.8
2020-09-28,72.0,12.2,10.0,Partly cloudy,15.5,8.3,7.5,06:19 AM,06:08 PM,0.0
2020-09-29,82.0,11.4,8.6,Patchy rain possible,12.6,7.6,8.8,06:20 AM,06:06 PM,0.9
2020-09-30,76.0,15.4,10.0,Overcast,18.8,6.5,10.7,06:22 AM,06:04 PM,0.1
2020-10-01,76.0,15.0,9.3,Patchy rain possible,18.0,17.3,10.8,06:23 AM,06:01 PM,0.6
2020-10-02,75.0,14.8,9.4,Patchy light drizzle,16.8,16.6,12.0,06:24 AM,05:59 PM,0.3
2020-10-03,78.0,11.5,9.9,Patchy light rain,12.6,11.9,9.5,06:26 AM,05:57 PM,1.1
2020-10-04,64.0,13.0,9.0,Light drizzle,15.6,24.5,8.7,06:27 AM,05:55 PM,0.4
2020-10-05,71.0,11.7,9.6,Cloudy,13.9,23.8,8.8,06:29 AM,05:53 PM,2.5
2020-10-06,76.0,12.2,8.6,Light drizzle,14.0,23.0,9.7,06:30 AM,05:51 PM,4.3
2020-10-07,81.0,10.6,8.1,Light rain shower,12.0,21.2,9.2,06:32 AM,05:49 PM,3.6
2020-10-08,81.0,11.8,10.0,Overcast,14.6,11.5,7.7,06:33 AM,05:47 PM,0.1
2020-10-09,82.0,13.8,10.0,Patchy rain possible,15.2,13.3,10.6,06:35 AM,05:45 PM,0.1
2020-10-10,78.0,10.6,8.1,Moderate rain,11.3,11.2,8.8,06:36 AM,05:43 PM,8.8
2020-10-11,77.0,7.8,9.9,Patchy rain possible,9.5,7.6,2.8,06:38 AM,05:41 PM,0.3
2020-10-12,81.0,8.5,9.8,Light rain shower,10.2,9.7,5.2,06:39 AM,05:39 PM,2.6
2020-10-13,74.0,9.3,10.0,Patchy rain possible,12.4,4.0,5.0,06:41 AM,05:37 PM,0.5
2020-10-14,79.0,7.1,10.0,Light rain shower,9.3,12.2,4.1,06:42 AM,05:35 PM,0.5
2020-10-15,89.0,7.2,6.8,Light drizzle,8.3,13.0,2.0,06:44 AM,05:33 PM,3.2
2020-10-16,90.0,8.7,9.1,Light rain,9.5,12.6,7.8,06:45 AM,05:31 PM,9.5
2020-10-17,78.0,8.6,9.9,Patchy rain possible,10.0,6.8,6.3,06:47 AM,05:30 PM,0.8
2020-10-18,76.0,8.6,10.0,Patchy rain possible,10.2,3.6,5.9,06:49 AM,05:28 PM,0.2
2020-10-19,68.0,10.0,10.0,Partly cloudy,12.6,6.8,7.0,06:50 AM,05:26 PM,0.0
2020-10-20,69.0,12.6,10.0,Partly cloudy,17.1,6.8,6.4,06:52 AM,05:24 PM,0.0
2020-10-21,60.0,14.6,10.0,Partly cloudy,18.4,7.9,9.6,06:53 AM,05:22 PM,0.0
2020-10-22,69.0,15.2,10.0,Patchy rain possible,16.8,13.0,12.8,06:55 AM,05:20 PM,0.1
2020-10-23,86.0,13.3,7.4,Moderate rain,13.7,12.2,8.4,06:56 AM,05:18 PM,18.7
2020-10-24,79.0,12.8,10.0,Patchy rain possible,14.8,14.8,10.4,06:58 AM,05:16 PM,0.2
2020-10-25,75.0,13.8,10.0,Partly cloudy,16.5,12.6,9.6,07:00 AM,05:15 PM,0.0
2020-10-26,83.0,9.5,8.0,Heavy rain,10.4,10.1,7.7,07:01 AM,05:13 PM,21.7
2020-10-27,74.0,9.3,10.0,Cloudy,11.4,14.4,6.5,07:03 AM,05:11 PM,0.0
2020-10-28,73.0,11.5,10.0,Patchy rain possible,12.9,15.1,8.7,07:04 AM,05:09 PM,0.2
2020-10-29,81.0,10.6,9.3,Light rain shower,11.4,20.5,9.7,07:06 AM,05:08 PM,0.7
2020-10-30,81.0,12.9,9.7,Patchy rain possible,14.5,15.1,8.1,07:07 AM,05:06 PM,0.2
2020-10-31,82.0,14.3,10.0,Partly cloudy,18.2,7.6,9.9,07:09 AM,05:04 PM,0.0
2020-11-01,77.0,12.6,10.0,Overcast,14.1,13.3,8.8,07:11 AM,05:03 PM,0.1
2020-11-02,83.0,16.6,9.0,Light drizzle,18.5,15.1,12.9,07:12 AM,05:01 PM,0.4
2020-11-03,78.0,11.5,7.0,Light drizzle,12.5,11.9,9.5,07:14 AM,04:59 PM,1.2
2020-11-04,70.0,7.8,10.0,Overcast,9.2,10.8,6.1,07:15 AM,04:58 PM,0.0
2020-11-05,74.0,7.8,10.0,Partly cloudy,10.3,10.4,4.0,07:17 AM,04:56 PM,0.0
2020-11-06,79.0,8.6,10.0,Partly cloudy,10.6,7.2,6.1,07:19 AM,04:55 PM,0.0
2020-11-07,76.0,12.6,10.0,Sunny,16.2,4.7,8.2,07:20 AM,04:53 PM,0.0
2020-11-08,72.0,10.3,10.0,Overcast,12.1,3.2,7.4,07:22 AM,04:52 PM,0.0
2020-11-09,80.0,11.7,10.0,Partly cloudy,14.2,3.2,8.1,07:23 AM,04:50 PM,0.0
2020-11-10,83.0,11.3,10.0,Partly cloudy,13.2,2.5,8.5,07:25 AM,04:49 PM,0.0
2020-11-11,84.0,11.5,10.0,Partly cloudy,13.9,5.4,8.1,07:27 AM,04:48 PM,0.0
2020-11-12,79.0,10.9,10.0,Overcast,13.2,9.7,7.3,07:28 AM,04:46 PM,0.0
2020-11-13,80.0,9.9,10.0,Cloudy,12.0,6.5,6.9,07:30 AM,04:45 PM,0.0
2020-11-14,72.0,12.6,10.0,Partly cloudy,15.1,6.5,9.1,07:31 AM,04:44 PM,0.0
2020-11-15,70.0,12.4,9.3,Partly cloudy,14.4,15.5,9.3,07:33 AM,04:43 PM,0.3
2020-11-16,79.0,8.7,9.6,Moderate rain at times,9.6,16.6,7.3,07:34 AM,04:41 PM,8.6
2020-11-17,80.0,8.6,10.0,Partly cloudy,10.1,6.8,6.1,07:36 AM,04:40 PM,0.0
2020-11-18,73.0,10.2,10.0,Partly cloudy,12.2,6.1,5.6,07:37 AM,04:39 PM,0.0
2020-11-19,74.0,9.2,8.9,Light drizzle,10.3,19.8,6.8,07:39 AM,04:38 PM,1.6
2020-11-20,69.0,6.4,9.9,Patchy sleet possible,7.9,14.8,4.4,07:40 AM,04:37 PM,0.2
2020-11-21,69.0,4.6,10.0,Partly cloudy,6.2,5.0,0.9,07:42 AM,04:36 PM,0.0
2020-11-22,53.0,5.2,10.0,Overcast,6.5,5.0,2.9,07:43 AM,04:35 PM,0.0
2020-11-23,72.0,5.9,10.0,Overcast,7.4,4.3,3.6,07:45 AM,04:34 PM,0.0
2020-11-24,87.0,6.8,9.0,Mist,10.1,6.1,2.9,07:46 AM,04:34 PM,0.0
2020-11-25,71.0,8.3,10.0,Partly cloudy,10.8,4.0,4.5,07:48 AM,04:33 PM,0.0
2020-11-26,70.0,6.4,10.0,Partly cloudy,8.4,4.3,4.2,07:49 AM,04:32 PM,0.0
2020-11-27,70.0,7.0,10.0,Partly cloudy,9.4,4.7,1.6,07:50 AM,04:31 PM,0.0
2020-11-28,72.0,5.4,10.0,Partly cloudy,7.2,7.2,3.3,07:52 AM,04:31 PM,0.0
2020-11-29,79.0,2.7,10.0,Partly cloudy,4.9,8.3,-0.2,07:53 AM,04:30 PM,0.0
2020-11-30,73.0,2.9,10.0,Partly cloudy,5.0,4.0,0.6,07:54 AM,04:29 PM,0.0
2020-12-01,87.0,3.1,8.5,Light sleet,3.7,13.0,1.2,07:56 AM,04:29 PM,7.2
2020-12-02,86.0,1.5,9.9,Overcast,2.5,8.6,-0.9,07:57 AM,04:28 PM,0.2
2020-12-03,83.0,0.7,10.0,Overcast,1.9,8.3,-2.8,07:58 AM,04:28 PM,0.0
2020-12-04,74.0,3.3,10.0,Overcast,4.5,8.6,-0.2,07:59 AM,04:28 PM,0.0
2020-12-05,93.0,2.5,5.4,Heavy snow,3.1,3.6,1.1,08:00 AM,04:27 PM,3.8
2020-12-06,94.0,3.4,5.0,Heavy snow,4.2,5.8,1.7,08:01 AM,04:27 PM,8.3
2020-12-07,86.0,3.3,6.7,Heavy snow,4.4,14.8,1.5,08:02 AM,04:27 PM,5.3
2020-12-08,89.0,1.0,10.0,Overcast,2.0,5.8,-0.6,08:04 AM,04:27 PM,0.0
2020-12-09,91.0,1.7,8.8,Moderate snow,2.2,6.1,0.6,08:05 AM,04:27 PM,0.6
2020-12-10,89.0,1.2,8.2,Moderate snow,2.3,6.1,-0.1,08:06 AM,04:27 PM,0.8
2020-12-11,83.0,1.8,8.0,Light drizzle,3.4,7.6,-0.9,08:06 AM,04:26 PM,0.7
2020-12-12,91.0,4.2,5.5,Light rain,5.0,7.2,0.8,08:07 AM,04:27 PM,2.4
2020-12-13,92.0,4.6,6.4,Light rain,5.3,7.6,2.7,08:08 AM,04:27 PM,4.1
2020-12-14,81.0,4.4,10.0,Cloudy,6.1,5.8,1.9,08:09 AM,04:27 PM,0.0
2020-12-15,80.0,7.3,7.7,Patchy light drizzle,8.7,7.2,4.8,08:10 AM,04:27 PM,0.3
2020-12-16,90.0,7.8,9.0,Light drizzle,9.3,6.1,5.8,08:11 AM,04:27 PM,0.9
2020-12-17,86.0,7.4,10.0,Partly cloudy,9.1,7.9,5.3,08:11 AM,04:27 PM,0.0
2020-12-18,85.0,6.7,10.0,Partly cloudy,8.4,6.1,4.8,08:12 AM,04:28 PM,0.0
2020-12-19,76.0,6.7,10.0,Partly cloudy,8.2,6.5,3.5,08:13 AM,04:28 PM,0.0
2020-12-20,82.0,6.9,9.0,Overcast,7.8,6.1,5.6,08:13 AM,04:29 PM,0.6
2020-12-21,85.0,6.5,9.2,Cloudy,7.5,12.2,4.4,08:14 AM,04:29 PM,2.9
2020-12-22,83.0,11.4,7.9,Light drizzle,12.3,23.0,7.4,08:14 AM,04:30 PM,2.7
2020-12-23,81.0,11.4,9.5,Patchy rain possible,12.5,13.7,7.8,08:15 AM,04:30 PM,1.6
2020-12-24,81.0,6.6,7.6,Moderate rain,7.4,34.9,3.0,08:15 AM,04:31 PM,26.1
2020-12-25,85.0,1.1,5.4,Moderate or heavy snow showers,1.4,12.2,0.0,08:15 AM,04:32 PM,2.4
2020-12-26,81.0,1.1,10.0,Overcast,2.1,7.2,-0.7,08:16 AM,04:32 PM,0.0
2020-12-27,68.0,1.2,10.0,Overcast,3.0,13.7,-2.5,08:16 AM,04:33 PM,0.0
2020-12-28,74.0,1.5,7.3,Heavy snow,2.3,14.4,0.1,08:16 AM,04:34 PM,2.2
2020-12-29,74.0,2.3,10.0,Overcast,3.4,21.2,0.9,08:16 AM,04:35 PM,0.1
