datum,verbrauch,wochentag,feiertag,arbeitstag
2021-01-04,178006,Montag,,1
2021-01-05,184918,Dienstag,,1
2021-01-06,161034,Mittwoch,Heilige Drei Koenige,0
2021-01-07,191174,Donnerstag,,1
2021-01-08,196043,Freitag,,1
2021-01-09,168608,Samstag,,0
2021-01-10,155158,Sonntag,,0
2021-01-11,211199,Montag,,1
2021-01-12,221813,Dienstag,,1
2021-01-13,217226,Mittwoch,,1
2021-01-14,215349,Donnerstag,,1
2021-01-15,211312,Freitag,,1
2021-01-16,176657,Samstag,,0
2021-01-17,164047,Sonntag,,0
2021-01-18,212066,Montag,,1
2021-01-19,219864,Dienstag,,1
2021-01-20,216292,Mittwoch,,1
2021-01-21,209516,Donnerstag,,1
2021-01-22,201172,Freitag,,1
2021-01-23,169779,Samstag,,0
2021-01-24,156984,Sonntag,,0
2021-01-25,210762,Montag,,1
2021-01-26,216580,Dienstag,,1
2021-01-27,217311,Mittwoch,,1
2021-01-28,208498,Donnerstag,,1
2021-01-29,199412,Freitag,,1
2021-01-30,165215,Samstag,,0
2021-01-31,153088,Sonntag,,0
2021-02-01,202833,Montag,,1
2021-02-02,205271,Dienstag,,1
2021-02-03,203756,Mittwoch,,1
2021-02-04,201186,Donnerstag,,1
2021-02-05,196824,Freitag,,1
2021-02-06,161927,Samstag,,0
2021-02-07,150900,Sonntag,,0
2021-02-08,208180,Montag,,1
2021-02-09,219166,Dienstag,,1
2021-02-10,222193,Mittwoch,,1
2021-02-11,222761,Donnerstag,,1
2021-02-12,218654,Freitag,,1
2021-02-13,183653,Samstag,,0
2021-02-14,164960,Sonntag,,0
2021-02-15,213699,Montag,,1
2021-02-16,207042,Dienstag,,1
2021-02-17,205745,Mittwoch,,1
2021-02-18,202674,Donnerstag,,1
2021-02-19,194449,Freitag,,1
2021-02-20,154250,Samstag,,0
2021-02-21,139916,Sonntag,,0
2021-02-22,191371,Montag,,1
2021-02-23,192882,Dienstag,,1
2021-02-24,191329,Mittwoch,,1
2021-02-25,189095,Donnerstag,,1
2021-02-26,187404,Freitag,,1
2021-02-27,151802,Samstag,,0
2021-02-28,140891,Sonntag,,0
2021-03-01,188650,Montag,,1
2021-03-02,192149,Dienstag,,1
2021-03-03,196654,Mittwoch,,1
2021-03-04,190743,Donnerstag,,1
2021-03-05,196358,Freitag,,1
2021-03-06,161668,Samstag,,0
2021-03-07,149223,Sonntag,,0
2021-03-08,198265,Montag,,1
2021-03-09,205881,Dienstag,,1
2021-03-10,200384,Mittwoch,,1
2021-03-11,201482,Donnerstag,,1
2021-03-12,194975,Freitag,,1
2021-03-13,163833,Samstag,,0
2021-03-14,147986,Sonntag,,0
2021-03-15,196609,Montag,,1
2021-03-16,201816,Dienstag,,1
2021-03-17,199780,Mittwoch,,1
2021-03-18,199230,Donnerstag,,1
2021-03-19,196588,Freitag,,1
2021-03-20,161929,Samstag,,0
2021-03-21,152525,Sonntag,,0
2021-03-22,201437,Montag,,1
2021-03-23,204880,Dienstag,,1
2021-03-24,197672,Mittwoch,,1
2021-03-25,193397,Donnerstag,,1
2021-03-26,185453,Freitag,,1
2021-03-27,152465,Samstag,,0
2021-03-28,131824,Sonntag,,0
2021-03-29,183147,Montag,,1
2021-03-30,184709,Dienstag,,1
2021-03-31,181604,Mittwoch,,1
2021-04-01,175125,Donnerstag,,1
2021-04-02,130015,Freitag,Karfreitag,0
2021-04-03,133528,Samstag,,0
2021-04-04,119636,Sonntag,,0
2021-04-05,130802,Montag,Ostermontag,0
2021-04-06,188357,Dienstag,,1
2021-04-07,199550,Mittwoch,,1
2021-04-08,195562,Donnerstag,,1
2021-04-09,189779,Freitag,,1
2021-04-10,151553,Samstag,,0
2021-04-11,141812,Sonntag,,0
2021-04-12,195595,Montag,,1
2021-04-13,202048,Dienstag,,1
2021-04-14,204067,Mittwoch,,1
2021-04-15,200061,Donnerstag,,1
2021-04-16,197584,Freitag,,1
2021-04-17,161575,Samstag,,0
2021-04-18,148241,Sonntag,,0
2021-04-19,198131,Montag,,1
2021-04-20,198781,Dienstag,,1
2021-04-21,193487,Mittwoch,,1
2021-04-22,189453,Donnerstag,,1
2021-04-23,185110,Freitag,,1
2021-04-24,146840,Samstag,,0
2021-04-25,132381,Sonntag,,0
2021-04-26,181556,Montag,,1
2021-04-27,188308,Dienstag,,1
2021-04-28,191559,Mittwoch,,1
2021-04-29,188774,Donnerstag,,1
2021-04-30,187652,Freitag,,1
2021-05-01,134964,Samstag,Erster Mai,0
2021-05-02,132987,Sonntag,,0
2021-05-03,184986,Montag,,1
2021-05-04,194400,Dienstag,,1
2021-05-05,191998,Mittwoch,,1
2021-05-06,197281,Donnerstag,,1
2021-05-07,187396,Freitag,,1
2021-05-08,146926,Samstag,,0
2021-05-09,130745,Sonntag,,0
2021-05-10,181432,Montag,,1
2021-05-11,191168,Dienstag,,1
2021-05-12,184286,Mittwoch,,1
2021-05-13,136476,Donnerstag,Christi Himmelfahrt,0
2021-05-14,150949,Freitag,,1
2021-05-15,137400,Samstag,,0
2021-05-16,130168,Sonntag,,0
2021-05-17,178814,Montag,,1
2021-05-18,185590,Dienstag,,1
2021-05-19,186420,Mittwoch,,1
2021-05-20,184356,Donnerstag,,1
2021-05-21,182030,Freitag,,1
2021-05-22,140221,Samstag,,0
2021-05-23,119942,Sonntag,,0
2021-05-24,125709,Montag,Pfingstmontag,0
2021-05-25,173693,Dienstag,,1
2021-05-26,183795,Mittwoch,,1
2021-05-27,181862,Donnerstag,,1
2021-05-28,175524,Freitag,,1
2021-05-29,138663,Samstag,,0
2021-05-30,123736,Sonntag,,0
2021-05-31,172255,Montag,,1
2021-06-01,177621,Dienstag,,1
2021-06-02,175455,Mittwoch,,1
2021-06-03,140797,Donnerstag,Fronleichnam,0
2021-06-04,157555,Freitag,,1
2021-06-05,140725,Samstag,,0
2021-06-06,131634,Sonntag,,0
2021-06-07,185772,Montag,,1
2021-06-08,189768,Dienstag,,1
2021-06-09,190471,Mittwoch,,1
2021-06-10,188816,Donnerstag,,1
2021-06-11,183969,Freitag,,1
2021-06-12,145650,Samstag,,0
2021-06-13,129370,Sonntag,,0
2021-06-14,183096,Montag,,1
2021-06-15,192604,Dienstag,,1
2021-06-16,195981,Mittwoch,,1
2021-06-17,195340,Donnerstag,,1
2021-06-18,194587,Freitag,,1
2021-06-19,155021,Samstag,,0
2021-06-20,138551,Sonntag,,0
2021-06-21,185769,Montag,,1
2021-06-22,190220,Dienstag,,1
2021-06-23,193029,Mittwoch,,1
2021-06-24,188629,Donnerstag,,1
2021-06-25,184801,Freitag,,1
2021-06-26,144769,Samstag,,0
2021-06-27,131692,Sonntag,,0
2021-06-28,188309,Montag,,1
2021-06-29,190641,Dienstag,,1
2021-06-30,187699,Mittwoch,,1
2021-07-01,185196,Donnerstag,,1
2021-07-02,179197,Freitag,,1
2021-07-03,144590,Samstag,,0
2021-07-04,131980,Sonntag,,0
2021-07-05,183363,Montag,,1
2021-07-06,189976,Dienstag,,1
2021-07-07,186688,Mittwoch,,1
2021-07-08,188492,Donnerstag,,1
2021-07-09,181727,Freitag,,1
2021-07-10,147334,Samstag,,0
2021-07-11,132840,Sonntag,,0
2021-07-12,184734,Montag,,1
2021-07-13,193347,Dienstag,,1
2021-07-14,189950,Mittwoch,,1
2021-07-15,189698,Donnerstag,,1
2021-07-16,183186,Freitag,,1
2021-07-17,143856,Samstag,,0
2021-07-18,127268,Sonntag,,0
2021-07-19,178945,Montag,,1
2021-07-20,183878,Dienstag,,1
2021-07-21,185562,Mittwoch,,1
2021-07-22,186822,Donnerstag,,1
2021-07-23,182585,Freitag,,1
2021-07-24,148231,Samstag,,0
2021-07-25,132931,Sonntag,,0
2021-07-26,182907,Montag,,1
2021-07-27,187647,Dienstag,,1
2021-07-28,184550,Mittwoch,,1
2021-07-29,180267,Donnerstag,,1
2021-07-30,176930,Freitag,,1
2021-07-31,142842,Samstag,,0
2021-08-01,128451,Sonntag,,0
2021-08-02,169754,Montag,,1
2021-08-03,174071,Dienstag,,1
2021-08-04,171961,Mittwoch,,1
2021-08-05,169184,Donnerstag,,1
2021-08-06,167371,Freitag,,1
2021-08-07,135425,Samstag,,0
2021-08-08,119860,Sonntag,,0
2021-08-09,157928,Montag,,1
2021-08-10,162894,Dienstag,,1
2021-08-11,165211,Mittwoch,,1
2021-08-12,166114,Donnerstag,,1
2021-08-13,166279,Freitag,,1
2021-08-14,139298,Samstag,,0
2021-08-15,128672,Sonntag,,0
2021-08-16,166451,Montag,,1
2021-08-17,164512,Dienstag,,1
2021-08-18,166299,Mittwoch,,1
2021-08-19,168886,Donnerstag,,1
2021-08-20,164679,Freitag,,1
2021-08-21,137287,Samstag,,0
2021-08-22,124606,Sonntag,,0
2021-08-23,168460,Montag,,1
2021-08-24,176630,Dienstag,,1
2021-08-25,175628,Mittwoch,,1
2021-08-26,176419,Donnerstag,,1
2021-08-27,174359,Freitag,,1
2021-08-28,140483,Samstag,,0
2021-08-29,130834,Sonntag,,0
2021-08-30,179559,Montag,,1
2021-08-31,187846,Dienstag,,1
